id,name,type,category,fraction,carbon_count,molecular_weight,frequency_hz,complexity,bit_state_decimal,glr_errors,glr_nrci_before,glr_nrci_after,glr_efficiency,glr_improvement,nrci,nrci_regime,soc_energy_cu,modal_sum,wall_proximity,wall_safe,nrci_risk,coherence_factor,resonance_strength,emergence_intensity,success,error,predicted_octane_class,predicted_stability_class
467,Aromatic-C8-467,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
469,Aromatic-C10-469,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
470,Aromatic-C11-470,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
471,Aromatic-C12-471,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
482,Aromatic-C8-482,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
484,Aromatic-C10-484,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
485,Aromatic-C11-485,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
486,Aromatic-C12-486,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
497,Aromatic-C8-497,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
499,Aromatic-C10-499,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
500,Aromatic-C11-500,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
501,Aromatic-C12-501,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
512,Aromatic-C8-512,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
514,Aromatic-C10-514,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
515,Aromatic-C11-515,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
516,Aromatic-C12-516,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
527,Aromatic-C8-527,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
529,Aromatic-C10-529,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
530,Aromatic-C11-530,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
531,Aromatic-C12-531,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
542,Aromatic-C8-542,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
