id,name,type,category,fraction,carbon_count,molecular_weight,frequency_hz,complexity,bit_state_decimal,glr_errors,glr_nrci_before,glr_nrci_after,glr_efficiency,glr_improvement,nrci,nrci_regime,soc_energy_cu,modal_sum,wall_proximity,wall_safe,nrci_risk,coherence_factor,resonance_strength,emergence_intensity,success,error
577,Aromatic-C13-577,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
578,Aromatic-C14-578,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
592,Aromatic-C13-592,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
593,Aromatic-C14-593,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
689,C4-Benzothiophene,Thiophenes,Sulfur compounds,Diesel,12,190.292,724919420623.3585,13,3179217,1,0.9583333333333334,1.0,1.0,0.0416666666666666,0.0,CoherenceRegime.SUBCOHERENT,70.02291439406535,1.390292,WallProximity.SAFE,True,0.0,0.0,0.7095038549395202,0.184524018239189,True,
690,C5-Benzothiophene,Thiophenes,Sulfur compounds,Diesel,13,204.318,699594981785.1356,13,3441361,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0001666077989205,CoherenceRegime.SUBCOHERENT,81.35044049243791,1.504318,WallProximity.SAFE,True,0.0,0.0001984358848769,0.6928473539861444,0.1910359908876039,True,
691,Dibenzothiophene,Thiophenes,Sulfur compounds,Diesel,12,186.26,732723635278.1754,21,3179345,1,0.9583333333333334,1.0,1.0,0.0416666666666666,0.0,CoherenceRegime.SUBCOHERENT,68.34046329090297,1.38626,WallProximity.SAFE,True,0.0,0.0,0.7300189299345253,0.1834677918624299,True,
692,C1-Dibenzothiophene,Thiophenes,Sulfur compounds,Diesel,13,200.286,706601741428.6383,21,3441489,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0008917475168077,CoherenceRegime.SUBCOHERENT,79.5313359654353,1.500286,WallProximity.SAFE,True,0.0,0.0010612275457887,0.7143688452992216,0.1900538277782108,True,
693,C2-Dibenzothiophene,Thiophenes,Sulfur compounds,Diesel,14,214.312,683088156275.1224,21,3703633,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,91.56881465132936,1.6143120000000002,WallProximity.SAFE,True,0.0,0.0,0.6898093992135107,0.1961747592326798,True,
694,C3-Dibenzothiophene,Thiophenes,Sulfur compounds,Diesel,15,228.338,661775833370.162,21,3965777,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,104.45289934858508,1.728338,WallProximity.SAFE,True,0.0,0.0,0.6576191276076894,0.2018920499401207,True,
696,C5-Dibenzothiophene,Thiophenes,Sulfur compounds,Diesel,17,256.39,624524469043.5934,21,4485970,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,132.76088677718172,1.9563900000000003,WallProximity.SAFE,True,0.0,0.0,0.5760376131522343,0.2123070144618989,True,
